"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","HK200900437","","","05/08/2018  13:05:04 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900438","","","05/08/2018  14:05:17 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900439","","","05/10/2018  09:05:18 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900440","","","05/10/2018  09:05:17 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900441","","","05/10/2018  09:05:18 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900442","","","05/10/2018  09:05:14 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900443","","","05/10/2018  09:05:16 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900444","","","05/10/2018  10:05:40 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200900445","","","05/10/2018  10:05:03 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200900446","","","05/10/2018  10:05:14 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900447","","","05/10/2018  10:05:14 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900448","","","05/10/2018  10:05:30 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900449","","","05/10/2018  10:05:54 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900450","","","05/10/2018  10:05:38 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900451","","","05/10/2018  10:05:35 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900452","","","05/10/2018  11:05:00 AM","","","","","","","","","","","NO COMMUTER PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900453","","","05/10/2018  11:05:51 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900454","","","05/10/2018  11:05:26 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900455","","","05/10/2018  11:05:22 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900456","","","05/10/2018  11:05:06 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900457","","","05/10/2018  11:05:04 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Cooke A","","","","","",""
"","","HK200900458","","","05/10/2018  12:05:44 PM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900459","","","05/10/2018  12:05:40 PM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900460","","","05/10/2018  12:05:35 PM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900461","","","05/10/2018  12:05:35 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900462","","","05/11/2018  09:05:52 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900463","","","05/11/2018  09:05:08 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900464","","","05/11/2018  10:05:08 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900465","","","05/11/2018  10:05:42 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900466","","","05/11/2018  10:05:32 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900467","","","05/11/2018  10:05:14 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900468","","","05/11/2018  10:05:37 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900469","","","05/11/2018  10:05:43 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900470","","","05/11/2018  10:05:00 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900471","","","05/11/2018  10:05:34 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900472","","","05/11/2018  10:05:50 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900473","","","05/11/2018  10:05:11 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900474","","","05/11/2018  12:05:51 PM","","","","","","","","","","","NO CHILD DEV PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200900475","","","05/11/2018  12:05:00 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900476","","","05/11/2018  12:05:06 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200900477","","","05/11/2018  13:05:40 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200900478","","","05/11/2018  14:05:34 PM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200900479","","","05/11/2018  14:05:54 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200900480","","","05/14/2018  08:05:53 AM","","","","","","","","","","","RESTRICTED ZONE - MOTORCYCLE*","","","","","","","","","","","Ketter","","","","","",""
"","","HK200900481","","","05/14/2018  08:05:33 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900482","","","05/14/2018  08:05:45 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900483","","","05/14/2018  09:05:43 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900484","","","05/14/2018  09:05:27 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900485","","","05/14/2018  09:05:47 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900486","","","05/14/2018  09:05:44 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900487","","","05/14/2018  09:05:10 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900488","","","05/14/2018  09:05:21 AM","","","","","","","","","","","RESTRICTED ZONE - MOTORCYCLE*","","","","","","","","","","","Ketter","","","","","",""
"","","HK200900489","","","05/14/2018  11:05:21 AM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Fargo","","","","","",""
"","","HK200900490","","","05/14/2018  11:05:55 AM","","","","","","","","","","","NO PARKING, STOPPING, STANDING*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900491","","","05/14/2018  12:05:03 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900492","","","05/14/2018  12:05:40 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900493","","","05/14/2018  12:05:27 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900494","","","05/14/2018  12:05:46 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900495","","","05/14/2018  12:05:17 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900496","","","05/14/2018  12:05:52 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900497","","","05/14/2018  12:05:38 PM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Jarvis B","","","","","",""
"","","HK200900498","","","05/14/2018  12:05:57 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900499","","","05/14/2018  13:05:03 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Fargo","","","","","",""
"","","HK200900500","","","05/14/2018  13:05:44 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Fargo","","","","","",""
"","","HK200900501","","","05/15/2018  10:05:48 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Fargo","","","","","",""
"","","HK200900502","","","05/15/2018  10:05:16 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Ketter","","","","","",""
"","","HK200900503","","","05/15/2018  10:05:04 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900504","","","05/15/2018  10:05:42 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900505","","","05/15/2018  10:05:34 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900506","","","05/15/2018  10:05:36 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Ketter","","","","","",""
"","","HK200900507","","","05/15/2018  11:05:07 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900508","","","05/15/2018  11:05:06 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900509","","","05/15/2018  11:05:29 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900510","","","05/15/2018  11:05:34 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900511","","","05/15/2018  11:05:07 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900512","","","05/21/2018  12:05:00 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","HK200900513","","","05/24/2018  09:05:02 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Michael Loading","","","","","",""
"","","HK200900514","","","05/30/2018  11:05:42 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200900515","","","05/31/2018  09:05:23 AM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Squire Lot","","","","","",""
"","","HK200900516","","","06/05/2018  09:06:49 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900517","","","06/05/2018  09:06:25 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900518","","","06/05/2018  09:06:20 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900519","","","06/05/2018  09:06:57 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900520","","","06/05/2018  09:06:21 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900521","","","06/05/2018  09:06:38 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900522","","","06/05/2018  10:06:39 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900523","","","06/05/2018  10:06:13 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900524","","","06/05/2018  10:06:41 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900525","","","06/05/2018  10:06:07 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900526","","","06/05/2018  10:06:53 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900527","","","06/05/2018  11:06:43 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900528","","","06/05/2018  11:06:01 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hamilton Entrance","","","","","",""
"","","HK200900529","","","06/05/2018  11:06:06 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900530","","","06/05/2018  11:06:29 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900531","","","06/05/2018  11:06:18 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900532","","","06/05/2018  12:06:30 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900533","","","06/05/2018  12:06:57 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900534","","","06/05/2018  13:06:52 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900535","","","06/08/2018  08:06:56 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900536","","","06/08/2018  09:06:22 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900537","","","06/08/2018  10:06:25 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900538","","","06/08/2018  10:06:03 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900539","","","06/08/2018  10:06:04 AM","","","","","","","","","","","NO PARKING, STOPPING, STANDING*","","","","","","","","","","","Putnam Way","","","","","",""
"","","HK200900540","","","06/08/2018  10:06:19 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900541","","","06/08/2018  10:06:37 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900542","","","06/08/2018  10:06:05 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900543","","","06/08/2018  10:06:12 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900544","","","06/08/2018  11:06:38 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200900545","","","06/08/2018  12:06:55 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200900546","","","06/08/2018  12:06:02 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","HK200900547","","","06/08/2018  12:06:53 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","HK200900548","","","06/11/2018  09:06:58 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900549","","","06/11/2018  09:06:16 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900550","","","06/11/2018  09:06:32 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900551","","","06/11/2018  09:06:26 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900552","","","06/11/2018  09:06:38 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900553","","","06/11/2018  09:06:24 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900554","","","06/11/2018  10:06:48 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Clark Lot","","","","","",""
"","","HK200900555","","","06/11/2018  10:06:31 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Wende Loading","","","","","",""
"","","HK200900556","","","06/11/2018  10:06:54 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Foster Loading","","","","","",""
"","","HK200900557","","","06/11/2018  10:06:23 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","HK200900558","","","06/11/2018  10:06:59 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Michael Lot","","","","","",""
"","","HK200900559","","","06/11/2018  13:06:24 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900560","","","06/11/2018  13:06:15 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900561","","","06/11/2018  13:06:27 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900562","","","06/11/2018  13:06:57 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900563","","","06/11/2018  14:06:37 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900564","","","06/11/2018  14:06:35 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900565","","","06/12/2018  10:06:39 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","HK200900566","","","06/12/2018  10:06:10 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","HK200900567","","","06/12/2018  13:06:05 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900568","","","06/12/2018  13:06:55 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900569","","","06/12/2018  13:06:50 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900570","","","06/12/2018  14:06:31 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900571","","","06/12/2018  14:06:48 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900572","","","06/12/2018  14:06:13 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900573","","","06/12/2018  14:06:21 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900574","","","06/12/2018  14:06:03 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Governors A","","","","","",""
"","","HK200900575","","","06/18/2018  13:06:03 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900576","","","06/18/2018  13:06:50 PM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900577","","","06/18/2018  14:06:28 PM","","","","","","","","","","","MINI TOW*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900578","","","06/18/2018  14:06:10 PM","","","","","","","","","","","MINI TOW*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900579","","","06/18/2018  14:06:10 PM","","","","","","","","","","","MINI TOW*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900580","","","06/18/2018  14:06:07 PM","","","","","","","","","","","MINI TOW*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","HK200900581","","","07/02/2018  09:07:03 AM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Squire Lot","","","","","",""
"","","HK200900582","","","07/02/2018  09:07:34 AM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Squire Lot","","","","","",""
"","","HK200900583","","","07/16/2018  08:07:52 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900584","","","07/16/2018  09:07:57 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900585","","","07/16/2018  09:07:32 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900586","","","07/16/2018  09:07:10 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900587","","","07/16/2018  09:07:36 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900588","","","07/16/2018  09:07:11 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900589","","","07/16/2018  09:07:07 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900590","","","07/16/2018  09:07:42 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900591","","","07/16/2018  09:07:16 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900592","","","07/16/2018  09:07:27 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900593","","","07/16/2018  09:07:49 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900594","","","07/16/2018  09:07:20 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900595","","","07/16/2018  09:07:02 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900596","","","07/16/2018  09:07:49 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900597","","","07/16/2018  09:07:56 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900598","","","07/16/2018  09:07:08 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900599","","","07/16/2018  10:07:49 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900600","","","07/16/2018  10:07:22 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900601","","","07/16/2018  10:07:13 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900602","","","07/16/2018  10:07:35 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900603","","","07/16/2018  10:07:37 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900604","","","07/16/2018  10:07:38 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900605","","","07/16/2018  10:07:27 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900606","","","07/16/2018  10:07:33 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900607","","","07/16/2018  10:07:26 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900608","","","07/16/2018  10:07:30 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900609","","","07/16/2018  10:07:27 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900610","","","07/16/2018  10:07:49 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900611","","","07/16/2018  10:07:29 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900612","","","07/16/2018  10:07:44 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900613","","","07/16/2018  10:07:48 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900614","","","07/16/2018  11:07:58 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900615","","","07/16/2018  11:07:52 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900616","","","07/16/2018  11:07:28 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900617","","","07/16/2018  11:07:50 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900618","","","07/16/2018  11:07:46 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900619","","","07/16/2018  11:07:34 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900620","","","07/16/2018  11:07:05 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900621","","","07/16/2018  11:07:19 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
"","","HK200900622","","","07/16/2018  11:07:31 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Furnas","","","","","",""
